title,links,first_paragraph
The World’s Eyes Are on Walter Reed,https://www.nytimes.com/2020/10/05/us/politics/trump-biden-covid-walter-reed.html?searchResultPosition=969,"Trump’s team tries to reassure the public about his health, while a new poll finds most Americans don’t think he took the proper safety precautions to avoid the virus. It’s Monday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"A Student Dies, and a Campus Gets Serious About Coronavirus",https://www.nytimes.com/2020/10/05/us/covid-college-death-chad-dorrill.html?searchResultPosition=970,"Since last Monday, when a sophomore at his school died from suspected Covid-19 complications, Chase Sturgis says he has been thinking about his own bout with the coronavirus"
What It’s Like to Be a Teacher in 2020 America,https://www.nytimes.com/2020/10/05/us/teachers-covid-schools-pandemic.html?searchResultPosition=971,"A school committee in Littleton, Mass., debating how to source teachers for its classrooms in 1849"
"When the Patient Is Your Commander in Chief, the Answer Is Usually ‘Yes, Sir’",https://www.nytimes.com/2020/10/05/us/politics/trump-military-doctors.html?searchResultPosition=972,"President Trump’s excursion around Walter Reed National Military Medical Center on Sunday evening, his repeated requests to be discharged and his aggressive denial of the seriousness of the coronavirus underscore the highly unusual and precarious problem presented to his doctor: His patient is also his boss."
Trump’s ‘Don’t be afraid of Covid’ exhortation is denounced by Democrats and disease experts.,https://www.nytimes.com/2020/10/05/us/elections/trump-covid-tweet-democrats.html?searchResultPosition=973,"President Trump’s exhortation “Don’t be afraid of Covid” was denounced by Democrats and others who criticized him for taking a dismissive tone about a disease that has killed more than 200,000 Americans, sickened more than 7.4 million and upended daily life across the country."
N.Y.C. Closes Some Schools … Again,https://www.nytimes.com/2020/10/05/us/nyc-schools-close-briefing.html?searchResultPosition=974,"Mayor Bill de Blasio dialed back New York City’s school reopening this weekend, announcing a plan to close public and private schools in nine Brooklyn and Queens ZIP codes where coronavirus cases are surging."
"Biden Holds Steady Lead Over Trump in Arizona, Latest Poll Finds",https://www.nytimes.com/2020/10/05/us/elections/politics-arizona-poll.html?searchResultPosition=975,[Follow our latest coverage of the Biden vs. Trump 2020 election.]
When Are Mail-In Ballots Counted?,https://www.nytimes.com/2020/10/05/us/california-mail-in-ballot-counting.html?searchResultPosition=976,Good morning.
Health questions trail Biden’s campaign after his exposure to Trump.,https://www.nytimes.com/2020/10/05/us/elections/health-questions-trail-bidens-campaign-after-his-exposure-to-trump.html?searchResultPosition=977,"For months, Joseph R. Biden Jr. has gone to great lengths to model responsible behavior in the coronavirus era. He wears masks in public. He does not hold crowded rallies. When he gives speeches, reporters sit at a distance from one another, with white circles on the ground to mark their turf."
"After Trump said he ‘learned a lot about Covid,’ his trip outside the hospital suggested otherwise.",https://www.nytimes.com/2020/10/05/us/elections/after-trump-said-he-learned-a-lot-about-covid-his-trip-outside-the-hospital-suggested-otherwise.html?searchResultPosition=978,"The White House press secretary, Kayleigh McEnany, announced Monday that she had the coronavirus, and the news of two other aides’ diagnoses became public as well, in a raft of cases that has upended the federal government and President Trump’s campaign a month before the election. "
The World’s Eyes Are on Walter Reed,https://www.nytimes.com/2020/10/05/us/politics/trump-biden-covid-walter-reed.html?searchResultPosition=979,"Trump’s team tries to reassure the public about his health, while a new poll finds most Americans don’t think he took the proper safety precautions to avoid the virus. It’s Monday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
"A Student Dies, and a Campus Gets Serious About Coronavirus",https://www.nytimes.com/2020/10/05/us/covid-college-death-chad-dorrill.html?searchResultPosition=980,"Since last Monday, when a sophomore at his school died from suspected Covid-19 complications, Chase Sturgis says he has been thinking about his own bout with the coronavirus"
How Kelly Loeffler Went From Atlanta Elite to Trump Loyalist,https://www.nytimes.com/2020/10/05/us/politics/kelly-loeffler-georgia.html?searchResultPosition=981,"Kelly Loeffler is not just a United States senator and a successful businesswoman. She is also one of the social doyennes of Buckhead, the Atlanta neighborhood of the wealthy and aspiring rich, where she has often thrown open the gates of her $10.5 million European-style manse, known as Descante, for charity fund-raisers."
The Pence-Harris V.P. Debate Now Has Big Consequences,https://www.nytimes.com/2020/10/05/us/politics/pence-harris-vice-president-debate.html?searchResultPosition=982,"President Trump’s hospitalization with the coronavirus has catapulted this week’s vice-presidential debate into the spotlight to an extraordinary degree, putting pressure on Vice President Mike Pence and Senator Kamala Harris to use this forum to reassure an anxious public they are prepared and qualified to step in as president."
"As Trump Seeks to Project Strength, Doctors Disclose Alarming Episodes",https://www.nytimes.com/2020/10/04/us/politics/trump-virus.html?searchResultPosition=983,[Read our live updates on President Trump’s coronavirus diagnosis.]
"The Untraveled High Road of Humility, and a President Laid Low",https://www.nytimes.com/2020/10/04/us/politics/virus-trump.html?searchResultPosition=984,"Leaders in public life, and certainly in Washington, talk about ruling with iron fists and wielding levers of power while repeatedly ignoring the obvious: Fate will always be in charge."
"Instead of Reassurance, Trump’s Doctor Delivers Confusion, Experts Say",https://www.nytimes.com/2020/10/04/us/politics/trump-doctor-conley.html?searchResultPosition=985,"When Dr. Sean P. Conley confessed that he had misled the public on Saturday about President Trump’s treatment for Covid-19 to reflect the “upbeat attitude” of the White House, he lost credibility with many colleagues in the medical world."
"After Biden’s Exposure to Trump, His Team Is Cagey on Health Questions",https://www.nytimes.com/2020/10/04/us/politics/biden-covid-test-trump.html?searchResultPosition=986,[Follow our live Biden vs. Trump 2020 election coverage.]
"At the White House, an Eerie Quiet and Frustration With the Chief of Staff",https://www.nytimes.com/2020/10/04/us/politics/trump-virus-meadows.html?searchResultPosition=987,"In a memo to his senior staff on Friday morning, Marc Short, Vice President Mike Pence’s chief of staff, encouraged everyone to stay away from their offices in the Old Executive Office Building while contact tracing was going on. On Saturday, he held an all-staff conference call to discuss what the coming weeks would look like while President Trump remained under treatment for the coronavirus, and later reiterated the message that staff members were to work from home."
A Timeline of Trump’s Symptoms and Treatments,https://www.nytimes.com/2020/10/04/us/trump-covid-symptoms-timeline.html?searchResultPosition=988,"President Trump returned to the White House on Oct. 5, walking up the steps of the South Portico and removing his mask to pose for photos, after three days of hospitalization for Covid-19."
"Trump Confronts a New Form of Risk, More Personal and Perilous",https://www.nytimes.com/2020/10/04/us/politics/trump-covid-risk.html?searchResultPosition=989,[Watch live VP debate and analysis.]
"For Trump, the Only Medical News Is Good Medical News",https://www.nytimes.com/2020/10/03/us/politics/white-house-trump-health.html?searchResultPosition=990,"When Dr. Sean P. Conley stepped in front of the cameras at Walter Reed National Military Medical Center on Saturday, he delivered a briefing that seemed intended less to inform the American public than to satisfy the public relations demands of a famous and famously demanding patient"
How Kelly Loeffler Went From Atlanta Elite to Trump Loyalist,https://www.nytimes.com/2020/10/05/us/politics/kelly-loeffler-georgia.html?searchResultPosition=991,"Kelly Loeffler is not just a United States senator and a successful businesswoman. She is also one of the social doyennes of Buckhead, the Atlanta neighborhood of the wealthy and aspiring rich, where she has often thrown open the gates of her $10.5 million European-style manse, known as Descante, for charity fund-raisers."
