text,label,class
"The playroom in Hannah Todd’s childhood home had long served as her refuge for painting and Barbie doll adventures. Costumes from her years as a competitive dancer fill the closet, and an aspirational vision board she made in high school hangs on the wall.",0,0
Europe is entering a new phase in the pandemic as a fresh wave of infection strikes countries that had initially reined in the virus.,0,0
"China’s top leader, Xi Jinping, toured Wuhan, the city at the center of a now global epidemic, for the first time since the coronavirus outbreak began, hoping to demonstrate that his government was containing a crisis that has tarnished his image at home and abroad.",0,0
"Antiviral drugs that had held promise as a potential treatment for the coronavirus did not work in one of the first major studies in seriously ill patients, researchers from China reported on Wednesday.",0,0
"The Biden administration plans to reopen enrollment in many of the Affordable Care Act marketplaces, both to help those who may have lost health insurance during the pandemic and to offer coverage to those who did not have any and now want it. The move will be announced on Thursday as part of an executive order describing administration policies on shoring up health insurance coverage, according to three people familiar with the details.",0,0
"Donald Trump Jr., the president’s son, tested positive for the coronavirus at the beginning of the week and has been isolating since Monday, a spokesman for Mr. Trump said on Friday.",0,0
"On the sixth floor of a skyscraper, two dozen epidemiologists and public health experts form the nerve center of the effort to contain a coronavirus outbreak in Italy that has alarmed Europe and put the wealthy Lombardy region at the center of global concern.",0,0
The British luxury retailer Burberry plans to cut up to 500 jobs worldwide as it continues to grapple with the impact of the coronavirus on its business.,0,0
"They were warned by Prime Minister Scott Morrison of Australia against attending Black Lives Matter marches on Saturday because of the coronavirus risk, but tens of thousands would not be deterred.",0,0
"In a series of decisions, the Supreme Court on Monday ruled that states may abolish a common form of the insanity defense, that an entrepreneur suing Comcast for race discrimination must meet a demanding standard and that states are immune from claims of copyright infringement.",0,0
A new public service announcement makes a point that federal leaders have largely overlooked: Asian-Americans are facing a surge of harassment linked to fears about the coronavirus pandemic.,0,0
"Theater executives are betting that a Covid-19 vaccine will arrive and that studios will soon return to their decades-old system of releasing movies. “There is significant pent-up demand” for the theater experience, one executive said.",0,0
"Three months ago, federal lawmakers grilled Mark Zuckerberg, Facebook’s chief executive, and Jack Dorsey, Twitter’s chief, about the misinformation that had appeared on their platforms. Now, a congressional committee has scheduled a hearing to focus on the role of companies that provide cable television service in the spread of falsehoods concerning the 2020 election.",0,0
"The alarm system was ready. Scarred by the SARS epidemic that erupted in 2002, China had created an infectious disease reporting system that officials said was world-class: fast, thorough and, just as important, immune from meddling.",0,0
